School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Arizona,38,33,5,0.868,23.36,9.04,15.0,3.0,18,0,8,3,72.86842105263158,58.55263157894737,1540,26.210526315789473,55.86842105263158,0.469,5.368421052631579,14.763157894736842,0.364,15.078947368421053,22.894736842105264,0.659,25.894736842105264,12.236842105263158,38.13157894736842,15.105263157894736,5.868421052631579,4.552631578947368,10.18421052631579,16.57894736842105,64.1,112.3,0.41,0.264,0.546,55.1,57.6,9.0,11.5,0.517,13.2,36.4,0.27,1.0,E8,WEST
Arizona State,33,21,12,0.636,13.32,7.41,10.0,8.0,16,1,4,7,75.33333333333333,69.42424242424242,1345,25.333333333333332,56.121212121212125,0.451,8.121212121212121,20.848484848484848,0.39,16.545454545454547,23.848484848484848,0.694,27.0,8.515151515151516,35.515151515151516,14.272727272727273,5.0606060606060606,5.515151515151516,11.424242424242424,19.242424242424242,69.0,107.2,0.425,0.371,0.558,48.4,56.3,7.2,12.8,0.524,14.5,24.5,0.295,10.0,R64,MIDWEST
Arkansas,34,22,12,0.647,14.34,5.57,10.0,8.0,17,2,3,7,80.08823529411765,71.32352941176471,1376,27.294117647058822,61.911764705882355,0.441,7.4411764705882355,20.529411764705884,0.362,18.058823529411764,24.88235294117647,0.726,24.058823529411764,11.882352941176471,35.94117647058823,15.323529411764707,8.441176470588236,5.5588235294117645,11.529411764705882,20.764705882352942,72.5,109.2,0.402,0.332,0.543,47.7,56.1,11.5,13.8,0.501,13.5,31.8,0.292,,,
Arkansas State,32,19,13,0.594,-0.44,-3.18,10.0,8.0,11,4,7,8,76.0,71.84375,1315,24.90625,56.09375,0.444,8.8125,23.03125,0.383,17.375,23.9375,0.726,25.09375,9.40625,34.5,13.28125,6.75,2.78125,12.1875,17.8125,68.6,107.9,0.427,0.411,0.563,48.5,53.3,9.6,7.0,0.523,15.3,27.1,0.31,,,
Arkansas-Pine Bluff,31,13,18,0.419,-15.39,-6.9,11.0,7.0,6,3,6,12,63.12903225806452,70.58064516129032,1240,21.258064516129032,51.774193548387096,0.411,6.225806451612903,18.129032258064516,0.343,14.387096774193548,21.774193548387096,0.661,20.612903225806452,9.903225806451612,30.516129032258064,11.290322580645162,9.548387096774194,2.3225806451612905,15.419354838709678,19.516129032258064,67.9,92.9,0.421,0.35,0.508,46.6,53.1,14.0,7.3,0.471,19.9,28.9,0.278,,,
Army,31,15,16,0.484,-6.16,-4.66,10.0,8.0,7,7,7,8,72.38709677419355,73.19354838709677,1250,25.838709677419356,58.193548387096776,0.444,7.612903225806452,22.483870967741936,0.339,13.096774193548388,18.70967741935484,0.7,22.29032258064516,11.35483870967742,33.645161290322584,14.064516129032258,6.032258064516129,4.258064516129032,12.935483870967742,18.29032258064516,68.1,105.4,0.322,0.386,0.54,48.9,54.4,8.8,10.9,0.509,16.2,32.1,0.225,,,
Auburn,30,14,16,0.467,5.11,5.47,6.0,12.0,12,6,2,8,71.46666666666667,71.83333333333333,1201,24.1,55.2,0.437,5.733333333333333,18.466666666666665,0.31,17.533333333333335,24.333333333333332,0.721,23.066666666666666,11.0,34.06666666666667,11.633333333333333,6.1,4.466666666666667,12.1,21.5,67.6,105.6,0.441,0.335,0.535,49.3,48.3,9.0,12.8,0.489,15.3,31.7,0.318,,,
Austin Peay,30,12,18,0.4,-10.5,-5.78,6.0,10.0,8,6,3,11,76.23333333333333,78.93333333333334,1215,26.566666666666666,54.4,0.488,5.266666666666667,15.3,0.344,17.833333333333332,26.8,0.665,23.366666666666667,9.933333333333334,33.3,14.8,6.866666666666666,5.2,15.7,17.233333333333334,71.9,104.8,0.493,0.281,0.568,48.7,55.7,9.4,13.4,0.537,19.0,30.2,0.328,,,
Ball State,30,5,25,0.167,-10.17,0.65,2.0,16.0,5,9,0,16,65.56666666666666,73.8,1225,21.7,53.36666666666667,0.407,6.533333333333333,20.833333333333332,0.314,15.633333333333333,22.633333333333333,0.691,24.166666666666668,12.766666666666667,36.93333333333333,12.5,4.533333333333333,2.3333333333333335,16.833333333333332,20.5,67.0,95.9,0.424,0.39,0.511,52.7,57.6,6.6,5.9,0.468,20.8,35.6,0.293,,,
Baylor,38,26,12,0.684,15.8,10.11,9.0,9.0,13,4,5,5,74.8157894736842,67.8157894736842,1540,25.236842105263158,55.473684210526315,0.455,7.368421052631579,19.07894736842105,0.386,16.973684210526315,24.973684210526315,0.68,24.5,13.81578947368421,38.31578947368421,14.81578947368421,5.184210526315789,5.315789473684211,11.578947368421053,17.05263157894737,64.2,115.1,0.45,0.344,0.556,54.8,58.7,8.0,14.0,0.521,14.7,40.6,0.306,6.0,S16,WEST
Belmont,36,26,10,0.722,3.29,-1.88,14.0,2.0,13,1,10,8,79.88888888888889,73.91666666666667,1440,27.305555555555557,54.80555555555556,0.498,8.972222222222221,22.86111111111111,0.392,16.305555555555557,22.055555555555557,0.739,22.444444444444443,8.75,31.194444444444443,15.86111111111111,6.888888888888889,2.4444444444444446,12.86111111111111,20.416666666666668,69.5,114.9,0.402,0.417,0.612,48.8,58.1,9.9,6.9,0.58,16.5,28.7,0.298,,,
Bethune-Cookman,32,7,25,0.219,-16.86,-7.53,5.0,11.0,5,6,2,18,63.5,70.375,1290,21.4375,53.53125,0.4,6.8125,19.15625,0.356,13.8125,19.21875,0.719,19.84375,11.46875,31.3125,9.875,6.21875,2.5,12.75,21.28125,63.4,99.4,0.359,0.358,0.507,47.2,46.1,9.7,7.6,0.464,16.9,32.9,0.258,,,
Binghamton,30,7,23,0.233,-16.15,-6.15,4.0,12.0,3,10,4,12,61.333333333333336,71.33333333333333,1215,19.7,51.8,0.38,6.066666666666666,18.966666666666665,0.32,15.866666666666667,22.9,0.693,21.933333333333334,10.4,32.333333333333336,9.4,6.133333333333334,2.0,14.266666666666667,19.866666666666667,65.6,92.3,0.442,0.366,0.489,47.5,47.7,9.2,6.2,0.439,18.5,29.1,0.306,,,
Boise State,34,21,13,0.618,8.83,3.86,9.0,9.0,12,4,5,7,76.20588235294117,69.02941176470588,1380,26.176470588235293,57.411764705882355,0.456,7.764705882352941,20.88235294117647,0.372,16.08823529411765,21.470588235294116,0.749,23.38235294117647,11.0,34.38235294117647,11.970588235294118,5.970588235294118,2.088235294117647,10.0,19.205882352941178,65.9,113.9,0.374,0.364,0.564,53.3,45.7,8.9,6.0,0.524,12.9,33.2,0.28,,,
Boston College,32,8,24,0.25,3.01,8.62,4.0,14.0,4,9,3,11,68.65625,73.5625,1305,22.375,50.1875,0.446,7.71875,21.9375,0.352,16.1875,21.84375,0.741,21.4375,8.28125,29.71875,12.40625,4.375,2.6875,11.1875,18.84375,62.7,107.4,0.435,0.437,0.567,47.1,55.4,6.8,6.7,0.523,15.6,27.2,0.323,,,
Boston University,35,24,11,0.686,1.77,-2.4,15.0,3.0,11,6,11,4,71.2,67.02857142857142,1420,25.542857142857144,56.51428571428571,0.452,8.057142857142857,22.17142857142857,0.363,12.057142857142857,16.885714285714286,0.714,23.65714285714286,9.514285714285714,33.17142857142857,14.028571428571428,7.0,1.7714285714285714,11.742857142857142,16.857142857142858,65.9,106.6,0.299,0.392,0.552,49.1,54.9,10.5,4.9,0.523,15.4,28.1,0.213,,,
Bowling Green State,32,12,20,0.375,-3.45,-0.2,6.0,12.0,7,8,4,11,62.71875,64.21875,1290,23.21875,54.53125,0.426,3.75,13.03125,0.288,12.53125,19.6875,0.637,24.75,10.59375,35.34375,12.09375,7.6875,5.53125,14.65625,17.625,67.0,92.9,0.361,0.239,0.491,49.8,52.1,11.4,15.1,0.46,18.7,30.2,0.23,,,
Bradley,32,12,20,0.375,-2.72,-0.31,7.0,11.0,11,6,1,11,63.625,66.03125,1279,22.53125,53.75,0.419,4.8125,14.96875,0.322,13.75,19.625,0.701,22.125,11.125,33.25,9.5625,7.0625,2.625,11.96875,19.84375,63.9,99.7,0.365,0.278,0.504,50.0,42.4,11.1,8.5,0.464,15.9,32.3,0.256,,,
Brigham Young,35,23,12,0.657,11.63,5.72,13.0,5.0,14,1,5,7,83.74285714285715,77.31428571428572,1425,28.914285714285715,62.457142857142856,0.463,5.057142857142857,14.257142857142858,0.355,20.857142857142858,30.142857142857142,0.692,27.685714285714287,13.228571428571428,40.91428571428571,15.542857142857143,7.171428571428572,2.942857142857143,11.285714285714286,19.714285714285715,73.5,111.9,0.483,0.228,0.545,53.3,53.8,9.6,7.3,0.503,12.8,34.7,0.334,10.0,R64,WEST
Brown,29,15,14,0.517,-1.44,-4.04,7.0,7.0,8,6,7,8,71.20689655172414,67.27586206896552,1170,25.344827586206897,58.793103448275865,0.431,6.758620689655173,17.75862068965517,0.381,13.758620689655173,20.448275862068964,0.673,28.448275862068964,11.344827586206897,39.793103448275865,13.379310344827585,5.655172413793103,4.758620689655173,12.931034482758621,19.655172413793103,69.4,101.7,0.348,0.302,0.52,51.9,52.8,8.1,11.9,0.489,15.9,30.4,0.234,,,
Bryant,32,18,14,0.563,-4.25,-4.89,10.0,6.0,11,4,7,9,73.46875,72.0,1290,26.25,55.875,0.47,6.28125,18.8125,0.334,14.6875,20.90625,0.703,24.625,9.59375,34.21875,13.125,6.46875,2.90625,12.40625,17.75,67.9,107.3,0.374,0.337,0.558,48.5,50.0,9.4,7.7,0.526,15.9,28.7,0.263,,,
Bucknell,30,16,14,0.533,-1.3,-3.14,11.0,7.0,8,6,8,8,65.9,64.06666666666666,1200,23.266666666666666,54.233333333333334,0.429,6.533333333333333,16.733333333333334,0.39,12.833333333333334,17.2,0.746,26.0,9.566666666666666,35.56666666666667,11.9,4.6,1.6333333333333333,10.7,16.666666666666668,63.7,103.5,0.317,0.309,0.528,52.8,51.1,7.2,4.4,0.489,14.6,29.0,0.237,,,
Buffalo,29,19,10,0.655,3.58,-2.13,13.0,5.0,13,1,6,6,73.51724137931035,67.3103448275862,1165,25.137931034482758,56.241379310344826,0.447,6.448275862068965,19.24137931034483,0.335,16.79310344827586,23.586206896551722,0.712,24.79310344827586,12.241379310344827,37.03448275862069,15.03448275862069,6.827586206896552,4.724137931034483,12.586206896551724,18.448275862068964,67.7,108.2,0.419,0.342,0.545,52.1,59.8,10.0,12.3,0.504,15.7,35.1,0.299,,,
Butler,31,14,17,0.452,7.04,6.98,4.0,14.0,8,7,4,7,68.54838709677419,66.58064516129032,1275,24.35483870967742,56.70967741935484,0.429,5.903225806451613,18.29032258064516,0.323,13.935483870967742,21.096774193548388,0.661,23.612903225806452,10.96774193548387,34.58064516129032,11.129032258064516,6.0,2.838709677419355,10.0,16.870967741935484,64.0,104.2,0.372,0.323,0.514,50.3,45.7,9.1,7.4,0.482,13.0,30.7,0.246,,,
Cal Poly,34,14,20,0.412,-1.34,1.69,6.0,10.0,6,6,3,12,62.970588235294116,63.61764705882353,1360,22.176470588235293,54.411764705882355,0.408,6.411764705882353,19.235294117647058,0.333,12.205882352941176,17.735294117647058,0.688,21.147058823529413,11.088235294117647,32.23529411764706,11.588235294117647,5.823529411764706,2.735294117647059,8.911764705882353,18.264705882352942,60.8,103.5,0.326,0.354,0.501,48.8,52.3,9.6,8.0,0.466,12.4,31.8,0.224,16.0,R64,MIDWEST
Cal State Bakersfield,32,13,19,0.406,-4.86,-4.31,5.0,11.0,6,7,5,10,69.21875,68.40625,1290,23.96875,54.75,0.438,6.90625,17.75,0.389,14.375,20.90625,0.688,23.03125,11.84375,34.875,12.0,6.5,3.46875,13.84375,22.125,66.0,104.0,0.382,0.324,0.535,51.6,50.1,9.8,10.4,0.501,17.6,34.5,0.263,,,
Cal State Fullerton,31,11,20,0.355,-5.08,-1.12,6.0,10.0,8,5,3,12,67.48387096774194,71.45161290322581,1245,23.677419354838708,55.67741935483871,0.425,6.161290322580645,18.612903225806452,0.331,13.96774193548387,21.225806451612904,0.658,23.258064516129032,10.483870967741936,33.74193548387097,11.064516129032258,4.67741935483871,1.8709677419354838,11.935483870967742,19.483870967741936,66.8,100.6,0.381,0.334,0.513,49.1,46.7,7.0,4.9,0.481,15.4,29.1,0.251,,,
Cal State Northridge,35,17,18,0.486,-4.89,-3.29,7.0,9.0,11,3,2,14,76.82857142857142,77.48571428571428,1441,25.37142857142857,55.857142857142854,0.454,4.228571428571429,11.514285714285714,0.367,21.857142857142858,27.62857142857143,0.791,24.514285714285716,11.085714285714285,35.6,13.457142857142857,6.914285714285715,2.742857142857143,12.771428571428572,20.514285714285716,68.7,108.6,0.495,0.206,0.557,51.9,53.0,9.8,7.6,0.492,15.6,33.6,0.391,,,
California,35,21,14,0.6,10.7,7.44,10.0,8.0,15,4,5,7,72.37142857142857,69.11428571428571,1416,26.314285714285713,57.542857142857144,0.457,5.685714285714286,16.457142857142856,0.345,14.057142857142857,20.485714285714284,0.686,25.542857142857144,10.085714285714285,35.628571428571426,15.342857142857143,5.285714285714286,4.542857142857143,10.17142857142857,16.942857142857143,66.4,107.7,0.356,0.286,0.538,50.5,58.3,7.9,11.1,0.507,13.1,29.6,0.244,,,
Campbell,32,12,20,0.375,-14.04,-7.33,6.0,10.0,9,7,3,12,67.625,71.59375,1295,24.09375,54.59375,0.441,8.6875,24.84375,0.35,10.75,15.875,0.677,22.0,10.78125,32.78125,14.1875,6.03125,4.375,13.34375,17.875,64.0,104.4,0.291,0.455,0.544,48.3,58.9,9.3,11.0,0.521,17.7,31.9,0.197,,,
Canisius,34,21,13,0.618,1.24,-1.95,14.0,6.0,9,4,8,7,78.26470588235294,75.58823529411765,1350,26.852941176470587,58.5,0.459,7.970588235294118,20.647058823529413,0.386,16.58823529411765,22.41176470588235,0.74,21.294117647058822,11.323529411764707,32.61764705882353,12.5,6.852941176470588,3.823529411764706,11.588235294117647,18.029411764705884,69.1,114.1,0.383,0.353,0.566,47.9,46.5,10.0,10.3,0.527,14.4,33.2,0.284,,,
Central Arkansas,29,8,21,0.276,-16.25,-5.54,5.0,13.0,7,8,1,13,74.65517241379311,81.37931034482759,1168,27.137931034482758,60.724137931034484,0.447,6.586206896551724,18.0,0.366,13.793103448275861,22.96551724137931,0.601,22.724137931034484,11.137931034482758,33.86206896551724,12.689655172413794,8.517241379310345,4.724137931034483,14.517241379310345,21.862068965517242,74.3,99.8,0.378,0.296,0.521,45.4,46.8,11.4,11.0,0.501,16.9,28.8,0.227,,,
Central Connecticut State,30,11,19,0.367,-13.1,-6.06,7.0,9.0,5,8,6,10,70.56666666666666,77.26666666666667,1210,26.033333333333335,59.8,0.435,5.633333333333334,16.8,0.335,12.866666666666667,17.933333333333334,0.717,24.0,10.533333333333333,34.53333333333333,13.033333333333333,6.9,4.866666666666666,14.0,18.566666666666666,70.8,98.9,0.3,0.281,0.516,46.6,50.1,9.7,11.9,0.482,17.0,28.9,0.215,,,
Central Florida,31,13,18,0.419,2.35,5.14,4.0,14.0,10,7,2,10,72.6774193548387,73.58064516129032,1260,25.903225806451612,59.064516129032256,0.439,6.935483870967742,20.70967741935484,0.335,13.935483870967742,22.70967741935484,0.614,23.967741935483872,14.225806451612904,38.193548387096776,12.548387096774194,6.870967741935484,4.419354838709677,13.67741935483871,17.93548387096774,68.0,105.2,0.384,0.351,0.52,52.2,48.4,9.9,10.8,0.497,16.4,37.8,0.236,,,
Central Michigan,31,10,21,0.323,-8.82,-2.72,3.0,15.0,8,8,2,13,72.45161290322581,73.80645161290323,1260,24.70967741935484,57.0,0.434,8.03225806451613,25.06451612903226,0.32,15.0,21.129032258064516,0.71,20.677419354838708,10.64516129032258,31.322580645161292,11.96774193548387,7.483870967741935,1.1612903225806452,10.67741935483871,18.096774193548388,65.8,108.3,0.371,0.44,0.54,47.9,48.4,11.2,3.5,0.504,13.7,30.1,0.263,,,
Charleston Southern,31,13,18,0.419,-5.27,-5.75,6.0,10.0,8,6,4,12,81.38709677419355,72.3225806451613,1265,27.70967741935484,60.516129032258064,0.458,9.741935483870968,25.451612903225808,0.383,16.225806451612904,22.225806451612904,0.73,25.612903225806452,11.806451612903226,37.41935483870968,13.67741935483871,6.516129032258065,2.838709677419355,10.774193548387096,18.225806451612904,68.6,116.3,0.367,0.421,0.573,51.9,49.4,9.3,7.7,0.538,13.2,32.6,0.268,,,
Charlotte,31,17,14,0.548,-0.69,-0.5,7.0,9.0,10,5,3,8,71.45161290322581,71.64516129032258,1250,25.419354838709676,57.12903225806452,0.445,6.0,16.870967741935484,0.356,14.612903225806452,22.548387096774192,0.648,26.032258064516128,12.258064516129032,38.29032258064516,13.548387096774194,6.064516129032258,2.5161290322580645,14.709677419354838,18.35483870967742,69.7,101.7,0.395,0.295,0.527,52.3,53.3,8.6,6.5,0.497,17.8,33.8,0.256,,,
Chattanooga,33,18,15,0.545,-10.83,-7.9,12.0,4.0,11,2,5,11,75.42424242424242,73.9090909090909,1330,25.21212121212121,58.24242424242424,0.433,6.545454545454546,19.727272727272727,0.332,18.454545454545453,26.242424242424242,0.703,24.060606060606062,13.363636363636363,37.42424242424242,11.848484848484848,7.03030303030303,5.090909090909091,13.393939393939394,19.242424242424242,70.4,106.3,0.451,0.339,0.533,51.3,47.0,9.9,11.8,0.489,15.9,35.5,0.317,,,
Chicago State,32,13,19,0.406,-10.47,-2.44,8.0,8.0,9,5,4,13,69.75,76.21875,1305,24.59375,58.875,0.418,6.875,20.40625,0.337,13.6875,20.28125,0.675,21.1875,10.15625,31.34375,11.1875,8.6875,2.59375,12.15625,23.0,69.6,98.3,0.344,0.347,0.509,43.8,45.5,12.2,7.6,0.476,15.1,26.7,0.232,,,
Cincinnati,34,27,7,0.794,15.26,5.28,15.0,3.0,18,1,7,3,68.38235294117646,58.411764705882355,1360,23.676470588235293,55.6764705882353,0.425,5.764705882352941,17.205882352941178,0.335,15.264705882352942,21.558823529411764,0.708,22.558823529411764,13.441176470588236,36.0,12.5,7.882352941176471,5.529411764705882,11.088235294117647,17.529411764705884,63.6,107.5,0.387,0.309,0.519,53.2,52.8,12.4,16.0,0.477,14.4,39.1,0.274,5.0,R64,EAST
Clemson,36,23,13,0.639,11.08,5.97,10.0,8.0,16,3,4,7,63.52777777777778,58.416666666666664,1471,22.11111111111111,52.19444444444444,0.424,5.277777777777778,17.02777777777778,0.31,14.027777777777779,18.86111111111111,0.744,24.166666666666668,11.083333333333334,35.25,10.63888888888889,4.666666666666667,6.138888888888889,11.13888888888889,15.694444444444445,59.9,103.9,0.361,0.326,0.519,51.4,48.1,7.6,16.2,0.474,15.4,33.8,0.269,,,
Cleveland State,33,21,12,0.636,4.38,-0.52,12.0,4.0,12,3,9,8,73.03030303030303,66.24242424242425,1340,25.363636363636363,54.121212121212125,0.469,7.2727272727272725,18.0,0.404,15.030303030303031,19.96969696969697,0.753,23.333333333333332,10.454545454545455,33.78787878787879,14.212121212121213,6.0606060606060606,3.4242424242424243,12.545454545454545,19.666666666666668,64.6,111.3,0.369,0.333,0.574,51.4,56.0,9.2,10.0,0.536,16.5,33.1,0.278,,,
Coastal Carolina,34,21,13,0.618,-5.21,-6.31,11.0,5.0,14,5,6,7,72.29411764705883,68.41176470588235,1375,25.323529411764707,57.911764705882355,0.437,6.235294117647059,18.470588235294116,0.338,15.411764705882353,22.294117647058822,0.691,26.529411764705884,12.764705882352942,39.294117647058826,10.647058823529411,6.352941176470588,2.823529411764706,13.911764705882353,19.647058823529413,68.6,104.2,0.385,0.319,0.528,53.2,42.0,9.2,8.6,0.491,16.9,35.1,0.266,16.0,R64,EAST
Colgate,31,13,18,0.419,-2.51,-4.08,6.0,12.0,7,8,6,10,69.61290322580645,67.19354838709677,1260,25.322580645161292,52.32258064516129,0.484,8.387096774193548,21.193548387096776,0.396,10.580645161290322,14.806451612903226,0.715,23.677419354838708,7.096774193548387,30.774193548387096,14.193548387096774,4.612903225806452,2.2580645161290325,11.451612903225806,17.06451612903226,62.8,109.0,0.283,0.405,0.586,49.1,56.1,7.2,6.3,0.564,16.2,23.9,0.202,,,
College of Charleston,32,14,18,0.438,-2.02,-1.89,6.0,10.0,9,7,4,8,63.0,62.6875,1300,22.15625,53.71875,0.412,6.53125,19.15625,0.341,12.15625,18.53125,0.656,25.625,12.28125,37.90625,10.125,4.65625,4.125,12.78125,18.59375,62.1,99.8,0.345,0.357,0.504,53.9,45.7,7.4,10.8,0.473,17.0,35.2,0.226,,,
Colorado,35,23,12,0.657,10.8,8.8,10.0,8.0,16,2,5,6,70.2,68.2,1415,23.257142857142856,53.457142857142856,0.435,5.171428571428572,16.257142857142856,0.318,18.514285714285716,25.8,0.718,25.82857142857143,11.457142857142857,37.285714285714285,11.342857142857143,5.914285714285715,3.2857142857142856,13.314285714285715,16.457142857142856,67.0,103.7,0.483,0.304,0.534,54.3,48.8,8.7,9.0,0.483,16.8,34.0,0.346,8.0,R64,SOUTH
Colorado State,32,16,16,0.5,3.29,2.16,7.0,11.0,14,6,2,9,73.34375,69.6875,1280,24.0625,56.1875,0.428,5.3125,16.3125,0.326,19.90625,27.40625,0.726,24.90625,12.65625,37.5625,12.65625,4.96875,3.21875,9.15625,18.46875,65.8,111.5,0.488,0.29,0.53,53.4,52.6,7.6,9.2,0.476,11.7,34.9,0.354,,,
Columbia,34,21,13,0.618,2.21,-1.92,8.0,6.0,14,4,5,8,68.02941176470588,63.26470588235294,1384,21.823529411764707,48.88235294117647,0.446,8.176470588235293,21.08823529411765,0.388,16.205882352941178,20.91176470588235,0.775,24.323529411764707,8.352941176470589,32.6764705882353,12.323529411764707,5.088235294117647,2.7941176470588234,12.117647058823529,18.41176470588235,61.8,108.1,0.428,0.431,0.578,52.3,56.5,8.1,7.4,0.53,17.1,28.3,0.332,,,
Connecticut,40,32,8,0.8,17.23,8.63,12.0,6.0,14,3,6,4,71.825,63.225,1610,24.275,54.075,0.449,7.175,18.525,0.387,16.1,20.725,0.777,25.05,9.675,34.725,12.2,7.025,5.75,11.425,17.975,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298,7.0,Champions,EAST
Coppin State,32,12,20,0.375,-11.09,-4.99,7.0,9.0,5,7,5,10,69.71875,75.09375,1285,22.5625,57.5,0.392,7.34375,22.65625,0.324,17.25,23.625,0.73,22.03125,11.5625,33.59375,11.53125,6.0,2.15625,11.875,17.03125,68.5,101.4,0.411,0.394,0.507,46.1,51.1,8.7,6.0,0.456,14.7,30.4,0.3,,,
